job_id,job_title,job_url,job_company,job_location,job_salary,job_description,job_skills
551,Senior Backend NodeJS Developer,https://wuzzuf.net/jobs/p/JN7PjmznIA4t-Senior-Backend-NodeJS-Developer-Edentech-Cairo-Egypt?o=327&l=sp&t=sj&a=search-v3,Edentech,"Edentech - Cairo, Egypt",More than 4 years,"Your primary focus will be in the development of all server-side logic, definition, and maintenance of databases (Firebase), and ensuring high performance and responsiveness to requests from the front-end. ",node.js*microservice architecture*javascript*computer science*ajax*information technology (it)*html*css*js*microservices*software development*software engineering*nodejs*front-end*backend*
552,Application Support Analyst ( SQL - Linux ),https://wuzzuf.net/jobs/p/izUtF4qE1i7D-Application-Support-Analyst-SQL---Linux-Raya-Customer-Experience-Cairo-Egypt?o=320&l=sp&t=sj&a=search-v3,Raya Customer Experience,"Raya Customer Experience - Cairo, Egypt",1 to 3 years,"Ready to be part of one of the Market Leaders in Egypt? Apply now! Raya Customer Experience is hiring a ""Application Support analyst"" What you will do? Responsible for monitoring and responding to open tickets submitted through an incident management systemTroubleshoot and escalate alerts that cannot be resolved to the appropriate sectionPrioritize and handle service requests and incidentsProgress issues and provide relevant information for troubleshooting or for clarificationIdentify opportunities for process improvement and contribute to departmental initiativesResponsible for improving and documenting the technical processes around application support (using Confluence)Work collaboratively with Account Managers on change requests, manage issues and establish prioritiesHandle late night and weekend emergency support as requiredResolve system problems during non-business hours or backlogs by providing off-hours support as neededEnsure the performance of daily health checks of the applications, scripts, and infrastructure by the support teamResponsible for installing, configuring, and administering application serversResponsible for the set-up and configuration of WebLogic plug-ins for Apache web server, iPlanet, IBM HTTP server, Janus, and FASTUtilize Oracle Entitlements Server (OES 10.x) to provide a unified security infrastructure to distributed applicationsResponsible for implementing business processes using Oracle BPM 10.x or other applicable toolsResponsible for the set-up of interconnections to external interfaces, including Java, Mail server, RDBMS, and web servicesConfigure SSL certificates 91-way and 2-way) using Open SSL and Java Keytool for a single domain and multi-domain, to secure web applications with HTTPS protocolsDeveloping scripts works with the team to automate repeatable manual tasksResponsible for troubleshooting and resolving application or infrastructure issues.",application support*application*computer science*sql*linux*support*engineering*information technology (it)*communication*english*
553,Flutter Developer,https://wuzzuf.net/jobs/p/yL8LZNpEbb7b-Flutter-Developer-Ejadtech-Giza-Egypt?o=324&l=sp&t=sj&a=search-v3,Ejadtech,"Ejadtech - Dokki, Giza",2 to 4 years,"Ejadtech company providing customers with leading digital transformation solutions and services is looking for a Flutter Developer. The developer will be expected to contribute ideas for improvement across the organization while providing regular peer code reviews.  Job Responsibilities:Develop software solutions by studying information needs, conferring with users, studying flow, UI/UX design, data usage, and work processesInvestigate problem areas and follow the software development lifecyclePrepare and install solutions by determining and designing system specifications, standards, and programmingImprove the company’s operations by conducting systems analysis and recommending changes in policies and proceduresWork closely with the UX designers to implement pixel-precise UI components and UX patternsJob Requirements:Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)At least 3+ years of relevant experience as a software engineerExtensive experience in FlutterProlific experience in web developmentNice to have experience in Odoo.Prior experience in React Native is preferredComprehensive knowledge of developing mobile applications on iOS and Android using native and hybrid frameworksDemonstrable experience interfacing with backend services through APIsProficient in various programming languages, including Swift, Kotlin, Dart, JavaScriptFamiliarity with design systemsExperience with Agile or Scrum methodologiesFluent in verbal and written English",computer science*apis*programming*software development*information technology (it)*engineering*css*rest*software engineering*sass*flutter*development*software*odoo erp*
554,Ionic Developer,https://wuzzuf.net/jobs/p/Jh4QCqtenWlz-Ionic-Developer-Boyot-Cairo-Egypt?o=317&l=sp&t=sj&a=search-v3,Boyot,"Boyot - Cairo, Egypt",More than 3 years,"Job Summary:Boyot is seeking a motivated Ionic Developer who is skillful and enthusiastic to learn new technologies and methodologies.Develop applications based on usability.Maintain graphic standards and branding throughout the product's interface.Work on bug fixing and improving application performance.Continuously discover, evaluate, and implement new technologies to maximize development efficiency.",ionic*angular*frontend*typescript*computer science*software development*css*html*information technology (it)*rest*telecom engineering*
555,Senior PHP Developer,https://wuzzuf.net/jobs/p/QpSNT2VHhTcN-Senior-PHP-Developer-Smart-Technologies-Cairo-Egypt?o=316&l=sp&t=sj&a=search-v3,Smart Technologies,"Smart Technologies - Nasr City, Cairo",4 to 10 years,We are looking for a highly skilled computer programmer who is comfortable with both front-end and back-end programming.Writing backend code and creating efficient PHP modulesTroubleshoot issues and solve problems where neededBuild innovative applications and collaborate with the User Experience (UX) teamPrepare and maintain all applications utilizing standard development tools,apis*computer science*php*software development*javascript*css3*design*html5*information technology (it)*rest*software*software engineering*vue*
556,UI / Front-End Developer,https://wuzzuf.net/jobs/p/K0h9FwNCudbu-UI-Front-End-Developer-DESIGNS-Agency-Giza-Egypt?o=322&l=sp&t=sj&a=search-v3,@DESIGNS Agency,"@DESIGNS Agency - Dokki, Giza",More than 1 year,"Full website design, mobile apps design, landing pages, newsletters and interface design.Convert Photoshop & illustrator files to HTML PagesPresenting designs to clientsWorking with different CMS (content management systems) such as Wordpress and Opencart.Working with web developers.Testing the website to ensure it is working",html*css*javascript*dreamweaver*web design*adobe photoshop*ui*adobe dreamweaver*adobe illustrator*information technology (it)*computer science*html5*design*css3*jquery*php*mobile design*photoshop*mobile*english*software development*
557,Senior Integration Developer ( Jeddah - Saudi Arabia),https://wuzzuf.net/jobs/p/kcSMNEqDkqui-Senior-Integration-Developer-Jeddah---Saudi-Arabia-Ejada-Cairo-Cairo-Egypt?o=372&l=sp&t=sj&a=search-v3,Ejada (Cairo),"Ejada (Cairo) - Cairo, Egypt",5 to 8 years,"Senior Integration EngineerJob Description & Key ResponsibilitiesAnalyze customer requirements and break them down into implementation tasksAnalyze and design integration & gateway services interfaces according to business requirements.Be involved in high-level and low-level technical design.Analyze and document software test cases.Provide technical guidance and support to his team membersReview and qualify his team members deliverables (e.g.source code, testing scenarios and output, etc.…)Develop high quality services using best development practices and enterprise design patterns as part of Enterprise TeamCreate good and sufficient unit tests to test the software, both functional and performance testing.Highly skilled in troubleshooting, identifying and solving problems with accrucate root cause analysis.Strong operation and support experience L1/L2/L3.",ibm websphere*ibm db2*ibm app connect*oracle db*css*design*sql*xml*json*git*javascript*computer science*software development*engineering*english*html*soap interface design*azure devops server*git bitbucket*linux*information technology (it)*
558,Web Developing Section Head,https://wuzzuf.net/jobs/p/2ihBLa4xFMTA-Web-Developing-Section-Head-Future-Pharmaceutical-industries-Cairo-Egypt?o=375&l=sp&t=sj&a=search-v3,Future Pharmaceutical industries,"Future Pharmaceutical industries - Badr City, Cairo",3 to 10 years,"Design, develop and implement applications that support day to day company operations as per business requirements.Analyze the needs of required application and produce an effective database system according to company business needs and specifications.",web development*information technology (it)*communication*computer science*database*design*development*english*
559,Cloud Solutions Delivery Leads / Senior Saudi Arabia,https://wuzzuf.net/jobs/p/lLEx13tZuesp-Cloud-Solutions-Delivery-Leads-Senior-Saudi-Arabia-Ejada-Cairo-Jeddah-Saudi-Arabia?o=366&l=sp&t=sj&a=search-v3,Ejada (Cairo),"Ejada (Cairo) - Jeddah, Saudi Arabia",5 to 12 years,"ResponsibilitiesWorking in collaboration with a wide range of customer teams managing services.Management of cloud services implementation and delivery and migration to the Cloud.Develop and implement a new operating model for the services moving to the cloud.Work closely with the teams implementing the applications, providing service input, but also coaching in their move to Agile practices.Implement the necessary structures, roles & responsibilities required within the teams.Define the cloud-centric measures and performance metrics that will track the effectiveness of the services we deliver to our customers.positively influence the culture of the teams, helping them embrace new technologies and ways of working.Recommending methods of improvement and seeing that actions are implemented on time for service delivery upgrades.Providing accurate and regular reports to the management on the performance of the service delivery.Building strong relationships with teams and stakeholders to enable effective dialogue exchange between departments.Runs IT operational aspects, such as successful monitoring of systems and applications, and participates in defining SLAs and KPIs of IT services. ",amazon aws*oci*ibm cloud*microsoft azure*vmware*kubernetes*docker*java*.net framework*java development*cloud development*microservice architecture*azure devops server*devops*
560,Java Architect,https://wuzzuf.net/jobs/p/wpdPI0L5pPj7-Java-Architect-Ejada-Cairo-Cairo-Egypt?o=363&l=sp&t=sj&a=search-v3,Ejada (Cairo),"Ejada (Cairo) - Cairo, Egypt",7 to 12 years,"Manage & lead the team of app developers. Handle development/design projects using Java, J2EE, Oracle, JavaScript, Struts, Spring, Hibernate, Web services, RIA technologies, WebSphere. Study user requirement, develop specifications, design, review code and implement systems in line with Group standards and regulatory requirements IN ORDER TO meet user (business) requirements. Implement clean, modern, smooth animations and transitions that provide an excellent user experience. Ability to work on the top of open-source applications. Experience using mocking frameworks, testing frameworks. Architect data systems that are resilient to disruptions and failuresEnsure and implement security measures for all data systems",java*j2ee*rest*rest webservices*computer engineering*computer science*information technology (it)*docker*linux*aws*software*unix*sql*oracle*
561,Senior Frontend Developer Vue.js,https://wuzzuf.net/jobs/p/tAG3LRvVTkLv-Senior-Frontend-Developer-Vuejs-Totira-Cairo-Egypt?o=362&l=sp&t=sj&a=search-v3,Totira,"Totira - Cairo, Egypt",More than 3 years,"Our company, a growth client is hiring a Front End Developer who is enthusiastic to discover and implement solutions on our evolving eCommerce platform. As a Senior Front End Developer. Your contributions will help shape the future of our Marketplace and continue to provide the ultimate shopping experience for our collectible hobbyists. ",computer science*design*front end*
562,IT Specialist,https://wuzzuf.net/jobs/p/NGAQWKLjgHwA-IT-Specialist-Outsourcing-Skill-Cairo-Egypt?o=374&l=sp&t=sj&a=search-v3,Outsourcing Skill,"Outsourcing Skill - Maadi, Cairo",2 to 3 years,"Provide technical support for local and remote users.Perform installation, configuration, and troubleshooting of Hardware, Software, and LAN / WAN infrastructure.Troubleshoot the network and system services (CRM, Printing, Email service, VPN, and Internet access).Apply the application of all IT policies and regulations.Provide Technical Support for Hardware and Software Issues.",ccna*communication*computer science*english*information technology (it)*installation*firewalls*mcsa*technical support*voip*esxi*sophos*sophos firewall*sophos xg firewall*hardware installation*network installation*software installation*troubleshooting*hardware troubleshooting*software troubleshooting*network troubleshooting*system troubleshooting*pc troubleshooting*printing*printers*vpn*communication skills*firewall*windows server*
563,Backend Developer,https://wuzzuf.net/jobs/p/FdzPxuOi3qzV-Backend-Developer-The-stock-Giza-Egypt?o=373&l=sp&t=sj&a=search-v3,The stock,"The stock - 6th of October, Giza",4 to 7 years,"The candidate will work alongside front end developers, full stack developers, programmers or UX specialists to create comprehensive digital solutions for business needs and make sure the application is scalable and that it can still function when hit by large loads—be that traffic or demanding scripts. he also will be tasked with maintaining and testing existing back end elements to ensure they’re as fast and efficient as possible. Data storage also comes under his remit, which requires him to have a good knowledge of data security and compliance.Responsibilities:Participate in the entire application lifecycle, focusing on coding,testing, debugging and deployment.Write clean code to develop functional applications.Perform UI and Unit tests to optimize performance.Assessing the efficiency and speed of current applications.Manage cutting-edge technologies to improve legacy applications.Provide training and support to internal teams.Liaise with developers, designers and system administrators to identify new features.",back-end*computer science*php*laravel*git*software engineering*mysql*information technology (it)*software development*node.js*
564,Cloud Infrastructure Architect / Senior -Saudi Arabia Based,https://wuzzuf.net/jobs/p/JGTqUUOZZ1Ja-Cloud-Infrastructure-Architect-Senior--Saudi-Arabia-Based-Ejada-Cairo-Jeddah-Saudi-Arabia?o=370&l=sp&t=sj&a=search-v3,Ejada (Cairo),"Ejada (Cairo) - Jeddah, Saudi Arabia",7 to 11 years,"We are looking for an experienced Cloud Infrastructure Architect to join our company as a Cloud Infrastructure Architect.  Required ResponsibilitiesResponsible for overseeing product/platform architectures to ensure projects are following the overall architectural vision.Responsible for computing, networking, routing, and security of infrastructure and cloud data center solutions.Responsible for evolving and installing automation for consistency and quality control.Responsible for implementing Continuous Integration and Continuous Delivery pipelines for the deployment of cloud infrastructure stacks for applications.Responsible for Automate cloud infra operational and lifecycle management tasks including provisioning, backups, patching, recovery, access mgmt.Responsible for manage, configure and maintain the technical services and infrastructure solutions deployed.Responsible for manage restoration of cloud infrastructure recovery services, DR planning and executionResponsible for actively analyze and derive operational insights from the monitoring metrics that are generated from the various Cloud services including recommending improvements to the operational dashboards.Provide technical support for infrastructure and operations which include change management, problem management, configuration management, capacity management and disaster recovery.Optimize cloud infra workloads for security, cost, performance, latency, reliability, and availability aspectsDevelop service implementation scripts, and provide top level support of IT cloud solutions aligned with customer’s business objectives and other infrastructure technologyRespond promptly to systems infrastructure issues.Responsible for acting as a leader to communicate team goals, deliver successful results, and collaborate with other business groups on development plans.",architecture*automation*aws*cloud*computer science*design*infrastructure*networking*software*it*information technology (it)*engineering*
565,Senior /Lead Java Developer,https://wuzzuf.net/jobs/p/4F9grIXN5Rmy-Senior-Lead-Java-Developer-Ejada-Cairo-Cairo-Egypt?o=365&l=sp&t=sj&a=search-v3,Ejada (Cairo),"Ejada (Cairo) - Cairo, Egypt",7 to 12 years,"Manage & lead the team of app developers. Handle development/design projects using Java, J2EE, Oracle, JavaScript, Struts, Spring, Hibernate, Web services, RIA technologies, and WebSphere. Study user requirement, develop specifications, design, review code and implement systems in line with Group standards and regulatory requirements IN ORDER TO meet user (business) requirements. Implement clean, modern, smooth animations and transitions that provide an excellent user experience. Ability to work on the top of open-source applications. Experience using mocking frameworks, testing frameworks. Architect data systems that are resilient to disruptions and failuresEnsure and implement security measures for all data systems",linux*postgresql*kafka*mqtt*javascript*typescript*html*css*jquery*docker*kubernetes*eclipse*git*jira*spring boot*spring cloud*spring framework*spring data*b2b integration*restful apis*restful web services*oop*service oriented achitecture*ci/cd*computer science*information technology (it)*java*software development*oracle*spring*sql*
566,IT Help Desk,https://wuzzuf.net/jobs/p/ASDZIcCstyyy-IT-Help-Desk-Matrix-Sports-Club-Gharbia-Egypt?o=371&l=sp&t=sj&a=search-v3,Matrix Sports Club,"Matrix Sports Club - Tanta, Gharbia",1 to 3 years,"Answer staff questions in person and via phone on all company supported applicationsTroubleshoot computer problemsDetermine source of computer problems (hardware, software, user access, etc.),Advice staff on appropriate action,Serve as liaison between staff and the IT department to resolve issuesProvide recommendations on company application purchasesDocument resolutions for future reference.",help desk*it*computer*computer science*information technology (it)*helpdesk*communication*computer systems*diagnose*installation*mobile devices*troubleshooting*technical*
567,Senior Cloud Cybersecurity Specialist,https://wuzzuf.net/jobs/p/588vMS0A1gvt-Senior-Cloud-Cybersecurity-Specialist-Ejada-Cairo-Jeddah-Saudi-Arabia?o=367&l=sp&t=sj&a=search-v3,Ejada (Cairo),"Ejada (Cairo) - Jeddah, Saudi Arabia",5 to 15 years,"We are looking for a qualified Cloud Cybersecurity Supervisor who will be responsible for keeping our organization’s data, Cloud and IT infrastructure secure, design strategies and defensive solutions to protect against attacks and threats, developing and maintaining cybersecurity policies, standards, procedures, and guidelines, and ensuring the cybersecurity initiatives and projects are compliance with approved local and international requirements and standards.ResponsibilitiesLead the configuration & Management of Cloud security technologies.Implements security controls, risk assessment framework, and program that align to regulatory requirements, ensuring documented and sustainable compliance.Evaluates risks and develops security standards, procedures, and controls to manage risks.Implements processes, such as GRC (governance, risk and compliance), to automate and continuously monitor information security controls, exceptions, risks & testing.Develops reporting metrics, dashboards, and evidence artifacts.Understand and practiced NCA and Sama regulations and being able to implement them.Updates security controls and provides support to all stakeholders on security controls covering internal assessments, regulations, protecting Personally Identifying Information (PII) data, and Payment Card Industry Data Security Standards (PCI DSS).Design, implement, maintain, and support our growing network infrastructureConfigure and install various network devices and services (routers, switches, firewalls, load balancers, VPN, QoS)Perform network maintenance and system upgrades including service packs, patches, hot fixes and security configurationsPerform network security design and integrationProvide network and host-based security, incident response, firewall and VPN management and administrationEstablish goals for the information security programs Defined and documented information security policies based on the standard and best-known global practices, standards, and adopt those policies, dissemination and application and review properlyDevelopment of information security effective governance through the establishment of organizational units, responsible for the functions of information securityInformation security incident management and document all intrusion and define the appropriate measures to make sure that all intrusion documented have been handled properlyReview of government regulations and directives from time to time, and to assess their impact on information, security policies, and adjust policies to ensure compliance on a permanent basis with those regulations and directivesMonitor for Security Breaches.Work closely with colleagues to meet team goals and improve processes and practices.Monitor network performance and integrity.Resolve issues tiers of support have escalated by troubleshooting cloud and local infrastructureCreate, oversee and test security measures (e.g. access authentication and disaster recovery)Maintain complete technical documentation",cisco*cloud*computer science*cisa*giac*cissp*casp*gcih*oscp*gcfe*siem*nca standards*python*powershell*cybersecurity soc*english*
568,Odoo Implementer / Senior Experience,https://wuzzuf.net/jobs/p/Fd9Y5uXgwkpQ-Odoo-Implementer-Senior-Experience-Cairo-Egypt?o=369&l=sp&t=sj&a=search-v3,Not Specified,"Confidential Company - Cairo, Egypt",4 to 6 years,"Odoo Implementor / Senior Experience Instructs and trains users on the use of ERP solutions. Good understanding of business and operational processes including Sales/purchase, human resources, payroll, Accounting, and point of sale. Responsible for creating project plans and schedules that list each implementation project task.",odoo*accounting*computer science*information technology (it)*communication*business*
569,Cloud Developers Full Stack  / Senior,https://wuzzuf.net/jobs/p/Rx0uf8JQv4ic-Cloud-Developers-Full-Stack -Senior-Ejada-Cairo-Cairo-Egypt?o=368&l=sp&t=sj&a=search-v3,Ejada (Cairo),"Ejada (Cairo) - Cairo, Egypt",5 to 8 years," We are looking for an experienced Cloud Developer to join our company. Cloud Developers – Full Stack.  Required ResponsibilitiesBuild the front-end of applications through appealing visual design.Develop and manage well-functioning cloud applications including front end development and backend development.Develop and integrate custom developed software solutions to leverage automated deployment technologies.Develop, prototype and deploy solutions within Commercial Cloud Solutions leveraging Infrastructure platform services.Analyze (though proof of concept, performance, and end-to-end testing) and effectively coordinate Infrastructure needs driven by developed software to meet customer mission needs.Document and Perform systems software development, including deployment of build artifacts across different environments leverage GitFlow constructs.Communicate key project data to team members and build team cohesion and effectiveness.Support storage and retrieval of the cloud-based content.Conduct code reviews and tests in a mapping environmentAble to set up and apply performance indicators for recording and classifying services performed.Monitoring and maintenanceUnit Testing creation.",api*azure*cloud*computer science*development*information technology (it)*java*javascript*linux*programming*software*software development*ibm openshift*kubernetes*.net framework*amazon web services*microsoft azure*ibm cloud*software testing life cycle*junit*
570,Front End Developer,https://wuzzuf.net/jobs/p/VhriAXOVUtwL-Front-End-Developer-Riyadh-Saudi-Arabia?o=361&l=sp&t=sj&a=search-v3,Not Specified,"Confidential Company - Riyadh, Saudi Arabia",More than 2 years,Develop the Front-End with the Backend (laravael-node js -)  APIs provided by the Backend Developers.Must finish project within 30 days. Bonus 100% when you do job exactly as requested.,vue.js*nuxt js*nuxtjs*apis*front-end*css*html*bootstrap*vue*information technology (it)*javascript*software development*computer science*
571,Senior Software Project Manager,https://wuzzuf.net/jobs/p/KmwCAMTGShW4-Senior-Software-Project-Manager-Jeddah-Saudi-Arabia?o=364&l=sp&t=sj&a=search-v3,Not Specified,"Confidential Company - Jeddah, Saudi Arabia",6 to 10 years,"Manage and deliver the project plans across the whole project life cycleTrack project performance, specifically to analyze the successful completion of short and long-term goalsDevelop and maintain comprehensive project plans.Meet with stakeholder to take detailed ordering briefs and clarify specific requirements of each project in cooperation with the business analysis team.Create and maintain comprehensive project documentation.Perform risk management to minimize project risks.Manage the relationship with the client and all stakeholdersDevelop spreadsheets, diagrams, and process maps to document needsReport and escalate to management as needed.Measure project performance using appropriate tools and techniques.Submitting project deliverables and ensuring that they adhere to quality standards.Obtaining customer acceptance of project deliverables.Conducting post-project evaluation and identifying successful and unsuccessful project elements.Ensure that all projects are delivered on-time, within scope and within budget.Assist in the definition of project scope and objectives, involving all relevant stakeholders and ensuring technical feasibility.Ensure resource availability and allocation.Manage changes to the project scope, project schedule and project costs using appropriate verification techniques.Assesses development and tracking of customer journey SLAs and KPIs.Oversees for Complaints Management adherence, policy, awareness, tracking and improvements. ",pmp*computer engineering*banking*oracle*data management*ibm*erp*crm*software*information technology (it)*computer science*communication skills*management*project management*software development*english*engineering*project*
572,Software Business Analyst / Product Owner,https://wuzzuf.net/jobs/p/lM2lG8zZt4Uv-Software-Business-Analyst-Product-Owner-Onecard-Cairo-Egypt?o=376&l=sp&t=sj&a=search-v3,Onecard,"Onecard - Nasr City, Cairo",More than 3 years,"Hold requirements gathering sessions with different stakeholdersGather business, functional and nonfunctional requirementsArrange, prioritize and negotiate requirements with different stakeholdersTranslate business requirements into detailed functional requirementsDevelop epics, user stories and product featuresDocument requirements using approved company templatesWork closely with UX team to deliver needed requirementsGenerate prototypes if neededManage product backlogHold requirements review meetings with different teamsParticipate in UAT processAnalyse, evaluate and communicate change requests.Market analysis for similar productsRecord requirements in using agreed tools",software development*information technology (it)*computer science*computer engineering*analysis*business analysis*e-payments*e-commerce*back end*front end*fintech*banking software*e-banking*financial technology*commerce*communication*prototyping*
573,Full Stack Team Lead,https://wuzzuf.net/jobs/p/miIKkxlHzwdV-Full-Stack-Team-Lead-3S-Software-Cairo-Egypt?o=381&l=sp&t=sj&a=search-v3,3S Software,"3S Software - Nasr City, Cairo",5 to 8 years,"Our Company:@3S Software we focus on realizing our customers' business values in the most efficient and professional way possible, through our diverse expertise and exceptional track-record since 2006. We specialize in custom solutions development, in addition to integrated digital transformation solutions with over 11 applications, alongside credible devices from 3S Security. We’re on a mission to hire candidates who embrace diversity, equity, and inclusion in a workplace in which everyone feels valued and respected in order to create exceptional employee experiences. We are growing exponentially, do you have what it takes to grow with us? Our mission@3S Software we seek to deliver stable, secure, and innovative services at speeds that satisfy our customers and unleash the skills potential of our employees. Secured Smart Systems is composed of highly qualified and devoted professionals who strive in every way to provide the highest in top-quality products and services.We are looking for Senior Software Development Leads to join our development team and participate in different projects related to Traffic domain and its management system. We are looking for proactive people, team players passionate about web programming and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!These Senior Software Development Leads will face numerous technical challenges, so they must use current technologies, get involved in the web applications, web services, mobile, devices, etc.Responsibilities (What You’ll Do):Communicate, track and monitor development activities to make sure that Product is delivered on time with high quality.Conduct Requirements review, code review for developers and create high- & low-level design for the application architecture.Participate in and lead the development and testing phases.Ensure the DevOps life cycle and mindset within teamFully resolve technical issues including performance and functionality issues. And resolve production problems and software release issuesParticipate in coding and refactoring with the team membersDevelop high-quality software solutions, code, unit test, and debug application programs of varying degree of complexity.Code user interfaces with the latest frontend technologiesWork in large team with senior technologies leads, product owners, business and systems analysts to develop and implement acceptance tests to ensure that product meets customer requirements and expectations.Work closely with the Product manager to report issues and Product status of modules.Deploy the application on the customer side, and conduct training on the application to the customer and prepare recorded or documented tutorials for it.Ensure alignment with the organization's vision and values.Document development and operational procedures3S Software Offers:Extensive possibilities for growth and professional development.Flexible hours and schedules.Training plans.Social insuranceMedical insuranceSalary raise will be every year based on performance evaluation ",angular*agile*.net*asp.net*computer science*engineering*html*information technology (it)*software*software development*javascript*css*english*communication*
574,IT Supervisor,https://wuzzuf.net/jobs/p/ZTfZhMb13afp-IT-Supervisor-Shabana-Group-Cairo-Egypt?o=386&l=sp&t=sj&a=search-v3,Shabana Group ,"Shabana Group  - Nasr City, Cairo",3 to 5 years,"Install, configure, and maintain network services, equipment, and devices.Monitoring and Troubleshooting WAN connectivity to service providers, customers, and NTG cloud.Troubleshooting and solving complex technical issues in hardware, servers, software and network equipment related to network Routing, Switching, Security, VPN tunnels, Wireless, and Voice.Regularly review the health of the network and ensure it is operating optimally.Ensure no single point of failure; all failover plans be fully tested on regular schedule job requirements.Network protocols and network administration knowledge, network security.Administrate all Microsoft servers (AD, DC, ADC, DHCP ..)Mange nas storage (create luns, iscsi and monitor performance and space)Manage and administrate VMware environment  Manage Veeam (create backup jobs, ensure backup, troubleshoot)Administrate Sophos (create rules, troubleshoot, monitor and review)Install and configure software and hardwareEstablishes, plans and implements the policies and procedures to support the operation of the Service DeskDevelop and enhance guidelines to ensure all knowledge base documentation and troubleshooting procedures are current and accurateEnsure timely and appropriate escalation, communication and closure of incidents having business impactMeasure and monitor Service Level AgreementsProvide daily, weekly and monthly Service Level ReportsQuality Call Monitoring of support personnelMonitor for availability, response times and problem trendsInitiate the Problem Management process to review root cause analysis and drive continuous improvements by eliminating recurring incidentsDrive timely communication and appropriate level of reporting for IT and Business StakeholdersSupport and maintain effective relationships with business and 3rd party vendors",engineering*computer engineering*ccnp*computer science*erp*information technology (it)*network administration*ccna*mcse*networking*
575,Network Security Engineer,https://wuzzuf.net/jobs/p/EY4ZxOhZCmtH-Network-Security-Engineer-axispay-Cairo-Egypt?o=379&l=sp&t=sj&a=search-v3,axispay,"axispay - Downtown, Cairo",More than 2 years,"About AxisWe believe that financial services should be more accessible, simple and fun. That’s why we started Axis - an app that empowers consumers, solopreneurs, and small businesses with the digital financial tools they need to reach their potential.Join us if you want to be part of a team that obsesses day in and day out about building financial products that will have a real impact on the lives of millions of people.Overview of the roleWe are looking to hire a Network Security Engineer with hands on experience in Monitoring and alerting system configuration and administration to ensure 24/7 system health reporting to assigned engineers.What you’ll be doingMonitoring and alerting system configuration and administration to ensure 24/7 system health reporting to assigned engineers.Configuration and administration of network routers and switches.Installation, Configuration and administration of Web Application Firewalls.Configuration and administration of Root CA firewallsConfigures firewalls, Web Gateways, routers, and switches to maximize network efficiency and security.Periodically update and check health of all security systems, appliances and applicationsConfiguration, administration and maintenance of network time (NTP) to provide exact time for both Trust center appliances and TSP service.Logging system configuration, administration and analysisWide Area Gateway Services management and alertingTechnical support renewal with vendorsImplementation, configuration and administration of System Information and Event management applianceEvent and security analysis",engineering*dns*information technology (it)*dhcp*computer science*computer engineering*ccnp*linux*networking*security*network*
576,Oracle Developer,https://wuzzuf.net/jobs/p/2fayQmZiDhV1-Oracle-Developer-Centro-CDX-Cairo-Egypt?o=378&l=sp&t=sj&a=search-v3,Centro CDX,"Centro CDX - Maadi, Cairo",2 to 4 years,"Job DescriptionProvide technical support in Oracle Fusion Applications, across the Financial, procurement & supply chainDesigning, coding, testing, and integrating Oracle Fusion Applications to other systemsCustomizing Oracle workflows and Oracle Approvals Management and defining the business rules and alerts in the Oracle SystemDesigning and developing APIsExperienced in Alert Composer, Sandbox, Page composer, and Design StudioExperienced in PL/SQL, BIP, OTBIDevelop reports and dashboards using data model, BI Publisher, and OTBIFacilitate and actively participate in all phases including requirements gathering and analysis, system design and developmentParticipate in any project activities such as Data gathering, Configuration Testing, Data migration, and Transition activities to the productionFacilitate business by Testing, TroubleshootingIdentify functionality gaps in oracle fusion and build solutionsAssist, coach, and mentor other engagement team members on issues they may encounter in the implemented solutionsAssist business by preparing validation formulas and testing scenariosDevelop and document the company’s expertise, know-how, controls, and capabilitiesDevelop and implement new solutions based on business needs",computer science*business intelligence*oracle*oracle fusion*software development*fusion*bi*information technology (it)*net*
577,Python Developer - Internship,https://wuzzuf.net/internship/ks2Azi1kboPo-Python-Developer---Internship-TMentors-Cairo-Egypt?o=380&l=sp&t=sj&a=search-v3,TMentors,"TMentors - Maadi, Cairo",Not Specified,"Job Description:This position is for self-motivated and passionate Students/Fresh graduates looking to get involved in an internship with real-world projects and gain experience working with established code bases and industrial best practices.At TMentors, we are looking for a Python Developer to join our engineering team and help us develop and maintain various repositories written in python.Python Developer Intern responsibilities include writing and testing code, debugging programs and integrating applications with third-party web services. To be successful in this role, you should be a fast learner and work well in a team.Ultimately, you’ll build robust python scripts that align with our business needs and are shippable to clients.The intern will learn:Following best coding practicesEnterprise design patterns that center scalability and testability as a guiding compassArchitecting and organizing code into extensible and robust modulesRead and work with 3rd part APIsEvaluate, critically appraise and choose between various approaches for solving the same problemsBuild an aptitude for spotting bad coding practicesRefactoring, developing and testing software components in an agile environment",computer science*python*software development*rpa*data science*ai*machine learning*automation*engineering*pandas*apache*programming*computer*computer engineering*
